signal_date,available_date,MLP
2022-06-30,2022-07-01,0.053466796875
2022-07-01,2022-07-04,-0.021240234375
2022-07-04,2022-07-05,0.138671875
2022-07-05,2022-07-06,0.049560546875
2022-07-06,2022-07-07,-0.1416015625
2022-07-07,2022-07-08,-0.049072265625
2022-07-08,2022-07-11,-0.15625
2022-07-11,2022-07-12,-0.240234375
2022-07-12,2022-07-13,-0.3203125
2022-07-13,2022-07-14,-0.19921875
2022-07-14,2022-07-15,-0.06494140625
2022-07-15,2022-07-18,0.11767578125
2022-07-18,2022-07-19,0.29296875
2022-07-19,2022-07-20,0.2890625
2022-07-20,2022-07-21,0.1865234375
2022-07-21,2022-07-22,0.21484375
2022-07-22,2022-07-25,0.2431640625
2022-07-25,2022-07-26,0.06298828125
2022-07-26,2022-07-27,0.009033203125
2022-07-27,2022-07-28,-0.0859375
2022-07-28,2022-07-29,0.04345703125
2022-07-29,2022-08-01,-0.006500244140625
2022-08-01,2022-08-02,0.0205078125
2022-08-02,2022-08-03,0.134765625
2022-08-03,2022-08-04,0.08349609375
2022-08-04,2022-08-05,0.07666015625
2022-08-05,2022-08-08,0.10888671875
2022-08-08,2022-08-09,0.1484375
2022-08-09,2022-08-10,0.1357421875
2022-08-10,2022-08-11,0.07666015625
2022-08-11,2022-08-12,0.000530242919921875
2022-08-12,2022-08-15,0.07666015625
2022-08-15,2022-08-16,0.1435546875
2022-08-16,2022-08-17,0.1650390625
2022-08-17,2022-08-18,0.1455078125
2022-08-18,2022-08-19,0.1748046875
2022-08-19,2022-08-22,0.1943359375
2022-08-22,2022-08-23,0.1904296875
2022-08-23,2022-08-24,0.228515625
2022-08-24,2022-08-25,0.208984375
2022-08-25,2022-08-26,0.08984375
2022-08-26,2022-08-29,0.13671875
2022-08-29,2022-08-30,0.15234375
2022-08-30,2022-08-31,0.099609375
2022-08-31,2022-09-01,0.0247802734375
2022-09-01,2022-09-02,0.4609375
2022-09-02,2022-09-05,0.61328125
2022-09-05,2022-09-06,0.443359375
2022-09-06,2022-09-07,0.326171875
2022-09-07,2022-09-08,0.45703125
2022-09-08,2022-09-09,0.48828125
2022-09-09,2022-09-13,0.375
2022-09-13,2022-09-14,0.384765625
2022-09-14,2022-09-15,0.38671875
2022-09-15,2022-09-16,0.486328125
2022-09-16,2022-09-19,0.21484375
2022-09-19,2022-09-20,0.2490234375
2022-09-20,2022-09-21,0.28515625
