signal_date,available_date,SVM
2020-01-02,2020-01-03,0.7871688008308411
2020-01-03,2020-01-06,1.6122955083847046
2020-01-06,2020-01-07,1.3331624269485474
2020-01-07,2020-01-08,-0.3704093396663666
2020-01-08,2020-01-09,-0.572633683681488
2020-01-09,2020-01-10,0.14471778273582458
2020-01-10,2020-01-13,-0.25468525290489197
2020-01-13,2020-01-14,0.2594820559024811
2020-01-14,2020-01-15,0.23548755049705505
2020-01-15,2020-01-16,0.36600586771965027
2020-01-16,2020-01-17,-0.5033240914344788
2020-01-17,2020-01-20,0.6097097992897034
2020-01-20,2020-01-21,0.7211823463439941
2020-01-21,2020-01-22,0.7840989232063293
2020-01-22,2020-01-23,0.526882529258728
2020-01-23,2020-02-03,-0.043879952281713486
2020-02-03,2020-02-04,-0.061527375131845474
2020-02-04,2020-02-05,0.09452700614929199
2020-02-05,2020-02-06,0.0822247564792633
2020-02-06,2020-02-07,-0.2757824659347534
2020-02-07,2020-02-10,-0.3413020372390747
2020-02-10,2020-02-11,-0.01702854409813881
2020-02-11,2020-02-12,-0.07688108086585999
2020-02-12,2020-02-13,-1.0673528909683228
2020-02-13,2020-02-14,-0.4592526853084564
2020-02-14,2020-02-17,-0.2435237467288971
2020-02-17,2020-02-18,0.33536234498023987
2020-02-18,2020-02-19,0.2212606966495514
2020-02-19,2020-02-20,0.36180058121681213
2020-02-20,2020-02-21,-0.3029724955558777
2020-02-21,2020-02-24,-0.22519031167030334
2020-02-24,2020-02-25,-0.32808002829551697
2020-02-25,2020-02-26,-0.21617856621742249
2020-02-26,2020-02-27,-0.7759138345718384
2020-02-27,2020-02-28,-0.1504715383052826
2020-02-28,2020-03-02,0.09108540415763855
2020-03-02,2020-03-03,0.1473267376422882
2020-03-03,2020-03-04,0.7666069865226746
2020-03-04,2020-03-05,0.1362493932247162
2020-03-05,2020-03-06,-1.0907065868377686
2020-03-06,2020-03-09,-0.749918520450592
2020-03-09,2020-03-10,-0.7955015301704407
2020-03-10,2020-03-11,-1.1983342170715332
2020-03-11,2020-03-12,-0.24098005890846252
2020-03-12,2020-03-13,-0.27653804421424866
2020-03-13,2020-03-16,-0.4026077091693878
2020-03-16,2020-03-17,0.166652649641037
2020-03-17,2020-03-18,-0.20669332146644592
2020-03-18,2020-03-19,-0.04472658410668373
2020-03-19,2020-03-20,-0.20837193727493286
2020-03-20,2020-03-23,-0.6991316676139832
2020-03-23,2020-03-24,-0.11019305884838104
2020-03-24,2020-03-25,-0.15948167443275452
2020-03-25,2020-03-26,0.38612911105155945
2020-03-26,2020-03-27,0.43054279685020447
2020-03-27,2020-03-30,0.11522120237350464
2020-03-30,2020-03-31,0.6004106402397156
2020-03-31,2020-04-01,0.14529158174991608
2020-04-01,2020-04-02,0.8429367542266846
2020-04-02,2020-04-03,3.0070912837982178
2020-04-03,2020-04-07,1.8753376007080078
2020-04-07,2020-04-08,2.9724013805389404
2020-04-08,2020-04-09,2.534560441970825
2020-04-09,2020-04-10,3.9975883960723877
2020-04-10,2020-04-13,7.676730632781982
2020-04-13,2020-04-14,9.218615531921387
2020-04-14,2020-04-15,9.939943313598633
2020-04-15,2020-04-16,7.33682107925415
2020-04-16,2020-04-17,4.508568286895752
2020-04-17,2020-04-20,3.3792004585266113
2020-04-20,2020-04-21,4.158192157745361
2020-04-21,2020-04-22,4.7233452796936035
2020-04-22,2020-04-23,4.801159381866455
2020-04-23,2020-04-24,4.007180690765381
2020-04-24,2020-04-27,7.626804828643799
2020-04-27,2020-04-28,8.369767189025879
2020-04-28,2020-04-29,7.950434684753418
2020-04-29,2020-04-30,8.536709785461426
2020-04-30,2020-05-06,8.140825271606445
2020-05-06,2020-05-07,4.098230361938477
2020-05-07,2020-05-08,3.8515031337738037
2020-05-08,2020-05-11,3.8912622928619385
2020-05-11,2020-05-12,1.9223839044570923
2020-05-12,2020-05-13,1.4860029220581055
2020-05-13,2020-05-14,0.9757410287857056
2020-05-14,2020-05-15,2.139462471008301
2020-05-15,2020-05-18,0.0783831775188446
2020-05-18,2020-05-19,1.4047214984893799
2020-05-19,2020-05-20,-0.11120709776878357
2020-05-20,2020-05-21,0.12048307061195374
2020-05-21,2020-05-22,1.7695069313049316
2020-05-22,2020-05-25,3.2884654998779297
2020-05-25,2020-05-26,3.4852263927459717
2020-05-26,2020-05-27,3.900798797607422
2020-05-27,2020-05-28,2.747070789337158
2020-05-28,2020-05-29,2.2315075397491455
2020-05-29,2020-06-01,0.689462423324585
2020-06-01,2020-06-02,0.2310013473033905
2020-06-02,2020-06-03,-0.04516633599996567
2020-06-03,2020-06-04,2.1736714839935303
2020-06-04,2020-06-05,2.8326032161712646
2020-06-05,2020-06-08,2.1130073070526123
2020-06-08,2020-06-09,2.4204440116882324
2020-06-09,2020-06-10,1.2469689846038818
2020-06-10,2020-06-11,-0.9196407198905945
2020-06-11,2020-06-12,1.9015599489212036
2020-06-12,2020-06-15,0.6954122185707092
2020-06-15,2020-06-16,-0.7475155591964722
2020-06-16,2020-06-17,1.0728849172592163
2020-06-17,2020-06-18,2.8189330101013184
2020-06-18,2020-06-19,0.06833086162805557
2020-06-19,2020-06-22,0.6358863115310669
2020-06-22,2020-06-23,-1.071911334991455
2020-06-23,2020-06-24,-0.24833139777183533
2020-06-24,2020-06-29,-1.4372426271438599
2020-06-29,2020-06-30,-0.8340007662773132
2020-06-30,2020-07-01,1.9824715852737427
2020-07-01,2020-07-02,1.5210845470428467
2020-07-02,2020-07-03,0.04732128232717514
2020-07-03,2020-07-06,-0.4403720200061798
2020-07-06,2020-07-07,0.10752090066671371
2020-07-07,2020-07-08,0.9472499489784241
2020-07-08,2020-07-09,0.4716053307056427
2020-07-09,2020-07-10,0.8468494415283203
2020-07-10,2020-07-13,0.857434868812561
2020-07-13,2020-07-14,0.34021034836769104
2020-07-14,2020-07-15,-0.2336931824684143
2020-07-15,2020-07-16,-0.09358210116624832
2020-07-16,2020-07-17,-0.6934340000152588
2020-07-17,2020-07-20,0.9138022661209106
2020-07-20,2020-07-21,-0.5065008401870728
2020-07-21,2020-07-22,-0.7311643362045288
2020-07-22,2020-07-23,0.40333542227745056
2020-07-23,2020-07-24,0.19493547081947327
2020-07-24,2020-07-27,0.7042810916900635
2020-07-27,2020-07-28,0.14344772696495056
2020-07-28,2020-07-29,0.4263294041156769
2020-07-29,2020-07-30,-0.898166835308075
2020-07-30,2020-07-31,-0.42330044507980347
2020-07-31,2020-08-03,-0.023344434797763824
2020-08-03,2020-08-04,0.4058936536312103
2020-08-04,2020-08-05,0.22159633040428162
2020-08-05,2020-08-06,2.1916370391845703
2020-08-06,2020-08-07,1.3710118532180786
2020-08-07,2020-08-10,0.9859535694122314
2020-08-10,2020-08-11,1.1378295421600342
2020-08-11,2020-08-12,0.01879003643989563
2020-08-12,2020-08-13,-1.3797473907470703
2020-08-13,2020-08-14,-1.4615732431411743
2020-08-14,2020-08-17,-0.582146406173706
2020-08-17,2020-08-18,-0.05464556813240051
2020-08-18,2020-08-19,1.5206924676895142
2020-08-19,2020-08-20,1.272280216217041
2020-08-20,2020-08-21,0.8581640720367432
2020-08-21,2020-08-24,1.0657403469085693
2020-08-24,2020-08-25,0.22467979788780212
2020-08-25,2020-08-26,-0.8098249435424805
2020-08-26,2020-08-27,-0.40554216504096985
2020-08-27,2020-08-28,-1.145532488822937
2020-08-28,2020-08-31,-0.10467067360877991
2020-08-31,2020-09-01,0.503899335861206
2020-09-01,2020-09-02,-0.7703813910484314
2020-09-02,2020-09-03,-1.920197606086731
2020-09-03,2020-09-04,-1.7687772512435913
2020-09-04,2020-09-07,-1.9345508813858032
2020-09-07,2020-09-08,-1.5335837602615356
2020-09-08,2020-09-09,-2.0604453086853027
2020-09-09,2020-09-10,-3.2619333267211914
2020-09-10,2020-09-11,-1.0724878311157227
2020-09-11,2020-09-14,-2.150998592376709
2020-09-14,2020-09-15,-2.095064640045166
2020-09-15,2020-09-16,-1.572984218597412
2020-09-16,2020-09-17,-1.1169270277023315
2020-09-17,2020-09-18,-1.250937581062317
2020-09-18,2020-09-21,-0.8615527749061584
2020-09-21,2020-09-22,-1.0662392377853394
2020-09-22,2020-09-23,-0.15095417201519012
2020-09-23,2020-09-24,-0.4513515830039978
2020-09-24,2020-09-25,0.11387546360492706
2020-09-25,2020-09-28,0.19403184950351715
2020-09-28,2020-09-29,-0.1111098974943161
2020-09-29,2020-09-30,-1.0756624937057495
2020-09-30,2020-10-09,-1.0992525815963745
2020-10-09,2020-10-12,-2.5960211753845215
2020-10-12,2020-10-13,-3.9213879108428955
2020-10-13,2020-10-14,-2.4641475677490234
2020-10-14,2020-10-15,-0.3637399673461914
2020-10-15,2020-10-16,-0.11374567449092865
2020-10-16,2020-10-19,-2.410806179046631
2020-10-19,2020-10-20,-0.533172607421875
2020-10-20,2020-10-21,-2.009800672531128
2020-10-21,2020-10-22,-0.762557864189148
2020-10-22,2020-10-23,-1.5277340412139893
2020-10-23,2020-10-26,-1.5153398513793945
2020-10-26,2020-10-27,-1.7736995220184326
2020-10-27,2020-10-28,-3.6014955043792725
2020-10-28,2020-10-29,-0.7191447019577026
2020-10-29,2020-10-30,0.7512372732162476
2020-10-30,2020-11-02,1.8761686086654663
2020-11-02,2020-11-03,0.9452894926071167
2020-11-03,2020-11-04,-0.09902525693178177
2020-11-04,2020-11-05,0.19274687767028809
2020-11-05,2020-11-06,0.21262454986572266
2020-11-06,2020-11-09,0.8868167400360107
2020-11-09,2020-11-10,-0.4710538387298584
2020-11-10,2020-11-11,-0.9261412620544434
2020-11-11,2020-11-12,-0.6421666741371155
2020-11-12,2020-11-13,-1.6724436283111572
2020-11-13,2020-11-16,0.12104379385709763
2020-11-16,2020-11-17,0.2355138063430786
2020-11-17,2020-11-18,-0.5422725677490234
2020-11-18,2020-11-19,-0.8350645303726196
2020-11-19,2020-11-20,-1.2322914600372314
2020-11-20,2020-11-23,-1.1424131393432617
2020-11-23,2020-11-24,0.5397903919219971
2020-11-24,2020-11-25,-0.42866718769073486
2020-11-25,2020-11-26,0.04806338995695114
2020-11-26,2020-11-27,1.1557998657226562
2020-11-27,2020-11-30,0.2511547803878784
2020-11-30,2020-12-01,-1.41944420337677
2020-12-01,2020-12-02,-0.19864527881145477
2020-12-02,2020-12-03,-1.0694149732589722
2020-12-03,2020-12-04,-1.0103836059570312
2020-12-04,2020-12-07,-0.10248784720897675
2020-12-07,2020-12-08,0.24939210712909698
2020-12-08,2020-12-09,0.08193154633045197
2020-12-09,2020-12-10,0.2330438643693924
2020-12-10,2020-12-11,-0.5108041763305664
2020-12-11,2020-12-14,-0.1094544380903244
2020-12-14,2020-12-15,-0.47682732343673706
2020-12-15,2020-12-16,-0.8014312982559204
2020-12-16,2020-12-17,0.18083645403385162
2020-12-17,2020-12-18,-0.6313463449478149
2020-12-18,2020-12-21,0.14634133875370026
2020-12-21,2020-12-22,-0.6522206664085388
2020-12-22,2020-12-23,-0.3257139325141907
2020-12-23,2020-12-24,-1.029732584953308
2020-12-24,2020-12-25,-0.1754152625799179
2020-12-25,2020-12-28,0.18069346249103546
2020-12-28,2020-12-29,-0.29434871673583984
